,movieID,genres,itemID
255,258,Adventure|Children's|Comedy|Fantasy|Romance,1695
2747,2816,Action|War,1696
2679,2748,Action|Adventure,1697
3559,3628,Action|Drama|War,1698
3574,3643,Action|Drama|War,1699
2361,2430,Adventure|Children's|Drama,1700
885,897,Adventure|War,1701
964,976,Romance|War,1702
2455,2524,Action|Drama,1703
3337,3406,Action|Adventure|War,1704
2468,2537,Adventure,1705
3343,3412,Adventure,1706
1612,1658,Romance|Thriller,1707
2477,2546,Drama,1708
3867,3937,Sci-Fi|Thriller,1709
1855,1924,Horror|Sci-Fi,1710
1483,1518,Action|Thriller,1711
3486,3555,Action|Thriller,1712
2612,2681,Comedy|Romance|Sci-Fi,1713
2339,2408,Comedy|Sci-Fi,1714
375,379,Action|Sci-Fi,1715
3733,3802,Action|Sci-Fi,1716
869,880,Sci-Fi|Thriller,1717
3738,3807,Action|Adventure,1718
65,66,Sci-Fi|Thriller,1719
3689,3758,Drama|Sci-Fi|Thriller,1720
2451,2520,Drama,1721
2387,2456,Horror|Sci-Fi,1722
1549,1590,Action|Mystery|Sci-Fi|Thriller,1723
1965,2034,Sci-Fi,1724
3711,3780,Sci-Fi,1725
2917,2986,Action|Crime|Sci-Fi,1726
2942,3011,Drama,1727
2028,2097,Children's|Horror,1728
3543,3612,Adventure|Musical|Romance,1729
1883,1952,Drama,1730
2777,2846,Children's,1731
1914,1983,Horror,1732
1915,1984,Horror,1733
1916,1985,Horror,1734
1917,1986,Horror,1735
879,891,Horror|Thriller,1736
105,107,Adventure|Children's|Comedy|Musical,1737
3182,3251,Drama|Mystery,1738
2391,2460,Horror,1739
2392,2461,Horror,1740
2393,2462,Horror,1741
3702,3771,Action|Adventure,1742
2038,2107,Horror|Thriller,1743
2041,2110,Comedy|Crime|Thriller,1744
1755,1821,Comedy|Romance,1745
3215,3284,Comedy|Romance,1746
138,140,Drama|Romance,1747
216,218,Comedy|Drama,1748
3367,3436,Drama|Romance,1749
2422,2491,Comedy|Romance,1750
2423,2492,Comedy,1751
2136,2205,Comedy,1752
3803,3873,Comedy|Western,1753
3804,3874,Comedy|Romance,1754
1845,1914,Comedy|Drama,1755
302,305,Comedy,1756
1391,1414,Comedy,1757
1724,1782,Comedy|Romance,1758
743,753,Comedy|Drama,1759
2669,2738,Comedy|Drama,1760
888,900,Musical|Romance,1761
2099,2168,Drama|Romance,1762
3471,3540,Romance|Thriller,1763
897,909,Comedy|Drama,1764
688,697,Drama|Romance,1765
2976,3045,Comedy|Drama,1766
1001,1014,Children's|Comedy|Drama,1767
2760,2829,Comedy|Drama,1768
1005,1018,Children's|Comedy|Mystery,1769
1426,1453,Comedy|Romance,1770
1559,1600,Drama|Romance,1771
351,355,Children's|Comedy,1772
34,35,Drama|Romance,1773
284,287,Comedy|Romance,1774
286,289,Comedy|Romance,1775
2270,2339,Comedy|Romance,1776
1377,1398,Romance|War,1777
925,937,Comedy|Romance,1778
2780,2849,Comedy|Drama,1779
2346,2415,Drama|Romance,1780
2348,2417,Comedy|Drama,1781
3007,3076,Comedy,1782
367,371,Comedy|Drama,1783
443,447,Comedy|Romance,1784
2357,2426,Comedy|Drama|Romance,1785
2287,2356,Comedy,1786
1589,1632,Comedy|Romance,1787
2223,2292,Romance,1788
3745,3814,Comedy,1789
2374,2443,Drama|Romance,1790
465,469,Drama|Romance,1791
1531,1571,Comedy|Romance,1792
2815,2884,Comedy|Romance,1793
1208,1226,Comedy|Romance,1794
1067,1083,Comedy|Musical,1795
485,489,Comedy,1796
2399,2468,Action|Comedy|Romance|Thriller,1797
1620,1666,Romance,1798
1968,2037,Adventure|Children's|Comedy,1799
628,633,Comedy,1800
488,492,Comedy|Mystery,1801
562,566,Comedy|Romance,1802
203,205,Comedy|Drama,1803
1631,1677,Comedy,1804
3869,3939,Horror,1805
836,847,Comedy|Drama,1806
1900,1969,Horror,1807
1901,1970,Horror,1808
1902,1971,Horror,1809
1903,1972,Horror,1810
1904,1973,Horror,1811
1906,1975,Horror,1812
1909,1978,Horror,1813
1910,1979,Horror,1814
362,366,Horror,1815
1911,1980,Horror,1816
1912,1981,Horror,1817
3608,3677,Documentary,1818
2454,2523,Drama|Thriller,1819
571,575,Children's|Comedy,1820
1981,2050,Adventure|Children's|Comedy,1821
595,599,Western,1822
2083,2152,Children's|Comedy,1823
1338,1359,Adventure|Children's|Comedy,1824
818,829,Comedy|Musical,1825
824,835,Drama,1826
825,836,Action|Adventure|Thriller,1827
1490,1526,Comedy,1828
1432,1459,Mystery|Thriller,1829
2332,2401,Western,1830
1561,1602,Comedy,1831
1446,1474,Children's|Comedy,1832
3335,3404,Action|Drama,1833
2462,2531,Action|Sci-Fi,1834
2463,2532,Action|Sci-Fi,1835
979,991,Drama|War,1836
983,996,Action|Drama|Western,1837
1699,1752,Action|Thriller,1838
1708,1762,Action|Horror|Sci-Fi,1839
236,239,Animation|Children's|Comedy|Romance,1840
168,170,Action|Crime|Thriller,1841
1862,1931,Adventure,1842
1737,1797,Documentary,1843
3546,3615,Animation|Children's,1844
1875,1944,Drama|Romance|War,1845
3408,3477,Comedy|Drama,1846
332,336,Drama|War,1847
14,15,Action|Adventure|Romance,1848
18,19,Comedy,1849
997,1010,Children's|Comedy,1850
998,1011,Adventure|Children's|Comedy,1851
3414,3483,Animation|Children's,1852
2758,2827,Sci-Fi|Thriller,1853
406,410,Comedy,1854
342,346,Drama|Musical,1855
415,419,Comedy,1856
419,423,Action|Thriller,1857
277,280,Drama|Thriller,1858
356,360,Action|Comedy,1859
2788,2857,Animation|Musical,1860
509,513,Comedy|Mystery|Romance,1861
510,514,Comedy,1862
512,516,Comedy|Drama|War,1863
370,374,Children's|Comedy,1864
53,54,Children's|Comedy,1865
372,376,Action|Thriller,1866
449,453,Comedy,1867
529,533,Action,1868
530,534,Drama|Romance,1869
1947,2016,Children's|Comedy|Western,1870
2896,2965,Action,1871
482,486,Comedy,1872
3856,3926,Adventure|Sci-Fi,1873
157,159,Drama,1874
1040,1054,Drama,1875
88,89,Action|Thriller,1876
3791,3861,Comedy,1877
3440,3509,Drama,1878
3321,3390,Adventure,1879
3547,3616,Comedy|Romance,1880
22,23,Thriller,1881
1938,2007,Comedy,1882
1317,1337,Horror,1883
2431,2500,Comedy,1884
3548,3617,Comedy,1885
3484,3553,Drama|Thriller,1886
874,886,Action,1887
91,93,Comedy|Romance,1888
1161,1177,Drama,1889
567,571,Drama,1890
709,718,Comedy|Sci-Fi,1891
2051,2120,Drama|Horror,1892
1167,1184,Comedy|War,1893
576,580,Drama,1894
1173,1190,Drama,1895
726,735,Comedy|Horror,1896
1321,1342,Horror,1897
1394,1417,Drama,1898
1331,1352,Crime|Thriller,1899
1260,1280,Drama,1900
2163,2232,Sci-Fi|Thriller,1901
2093,2162,Adventure|Children's|Fantasy,1902
2096,2165,Drama,1903
1270,1290,Drama|Romance,1904
1344,1365,Drama,1905
756,766,Drama,1906
2246,2315,Horror|Thriller,1907
1486,1522,Drama,1908
2259,2328,Horror,1909
2195,2264,Drama,1910
2998,3067,Comedy|Drama,1911
1567,1609,Drama,1912
1569,1611,Drama,1913
3009,3078,Drama,1914
2280,2349,Comedy|Thriller,1915
1580,1623,Horror,1916
1584,1627,Action|Crime|Mystery,1917
1453,1483,Drama|Thriller,1918
938,950,Mystery,1919
3238,3307,Comedy|Drama|Romance,1920
3023,3092,Drama,1921
881,893,Drama,1922
2448,2517,Horror,1923
98,100,Drama|Thriller,1924
3110,3179,Drama,1925
1602,1648,Comedy|Drama|Thriller,1926
3257,3326,Comedy|Sci-Fi,1927
1677,1726,Drama,1928
2537,2606,Comedy|Horror,1929
124,126,Adventure|Children's|Fantasy,1930
3273,3342,Drama|War,1931
1751,1816,Comedy|Drama,1932
3216,3285,Adventure|Drama,1933
1640,1686,Crime|Thriller,1934
146,148,Drama,1935
3368,3437,Drama,1936
1713,1769,Action|Thriller,1937
1844,1913,Drama|Mystery,1938
1779,1848,Adventure|Children's|Comedy|Fantasy,1939
304,307,Drama,1940
306,309,Drama,1941
239,242,Drama|Musical,1942
175,177,Horror,1943
3536,3605,Drama|Musical,1944
3395,3464,Sci-Fi|Thriller,1945
3324,3393,Comedy|Fantasy,1946
319,322,Comedy|Drama,1947
322,326,Drama,1948
182,184,Drama,1949
256,259,Crime|Drama|Thriller,1950
186,188,Horror,1951
3409,3478,Drama,1952
188,190,Thriller,1953
191,193,Drama,1954
17,18,Thriller,1955
265,268,Drama,1956
3551,3620,Comedy|Drama,1957
3481,3550,Horror,1958
2681,2750,Comedy|Drama,1959
1881,1950,Drama|Mystery,1960
3488,3557,Thriller,1961
337,341,Drama,1962
411,415,Comedy|Thriller,1963
21,22,Crime|Drama|Thriller,1964
423,427,Mystery|Romance|Thriller,1965
278,281,Drama,1966
354,358,Drama,1967
3502,3571,Drama,1968
432,436,Drama|Thriller,1969
287,290,Crime|Drama,1970
361,365,Drama,1971
2782,2851,Adventure|Sci-Fi|Thriller,1972
2712,2781,Horror,1973
2718,2787,Horror,1974
515,519,Sci-Fi|Thriller,1975
444,448,Drama,1976
54,55,Drama,1977
1037,1051,Drama,1978
2724,2793,Comedy|Horror,1979
518,522,Action|Drama,1980
378,382,Drama|Horror,1981
452,456,Drama,1982
3678,3747,Drama,1983
1193,1211,Comedy|Drama|Romance,1984
2887,2956,Action|Crime|Thriller,1985
607,611,Action|Horror|Sci-Fi,1986
613,617,Drama,1987
3695,3764,Action|Crime|Thriller,1988
478,482,Thriller,1989
3848,3918,Horror,1990
3849,3919,Horror,1991
1285,1305,Drama,1992
1969,2038,Children's|Comedy|Sci-Fi,1993
557,561,Thriller,1994
2043,2112,Crime|Drama,1995
2045,2114,Drama,1996
1157,1173,Drama,1997
2980,3049,Comedy|War,1998
3148,3217,Drama,1999
2719,2788,Comedy,2000
3603,3672,Adventure|Children's,2001
2717,2786,Comedy,2002
3725,3794,Comedy|Drama,2003
3728,3797,Thriller,2004
2241,2310,Drama,2005
3750,3820,Children's,2006
3625,3694,Comedy|Horror,2007
1210,1228,Drama,2008
1988,2057,Adventure|Children's,2009
2955,3024,Horror|Sci-Fi,2010
686,695,Mystery|Thriller,2011
2115,2184,Mystery|Thriller,2012
2295,2364,Action|Sci-Fi,2013
2296,2365,Action|Sci-Fi,2014
3259,3328,Crime|Drama,2015
2546,2615,Adventure|Sci-Fi,2016
1793,1862,Horror|Sci-Fi,2017
2675,2744,Drama,2018
3594,3663,Horror|Sci-Fi|Thriller,2019
3595,3664,Horror|Sci-Fi|Thriller,2020
388,392,Adventure|Children's,2021
2822,2891,Comedy,2022
3853,3923,Horror|Sci-Fi,2023
1291,1311,Comedy,2024
2078,2147,Drama,2025
1397,1421,Documentary,2026
3132,3201,Drama,2027
3065,3134,Drama|War,2028
3155,3224,Drama,2029
3020,3089,Drama,2030
947,959,Drama,2031
966,978,Drama,2032
3116,3185,Drama,2033
3345,3414,Romance,2034
3281,3350,Drama,2035
311,314,Drama,2036
1866,1935,Drama,2037
3476,3545,Musical|War,2038
2601,2670,War,2039
1882,1951,Musical,2040
3586,3655,Drama,2041
3739,3808,Drama|War,2042
3742,3811,Drama|War,2043
3673,3742,Drama|War,2044
3746,3816,Drama,2045
1052,1066,Comedy|Musical|Romance,2046
611,615,Drama,2047
3840,3910,Drama|Musical,2048
1221,1241,Comedy|Horror,2049
111,113,Drama|Mystery,2050
1682,1731,Comedy,2051
2514,2583,Mystery,2052
3812,3882,Comedy,2053
3169,3238,Thriller,2054
3247,3316,Action|Thriller,2055
3121,3190,Adventure|Sci-Fi,2056
3442,3511,Comedy,2057
3495,3564,Children's|Comedy,2058
3674,3743,Comedy|Romance,2059
3838,3908,Horror,2060
3715,3784,Comedy,2061
3720,3789,Drama,2062
2061,2130,Crime|Drama|Romance,2063
1380,1401,Drama,2064
796,806,Drama,2065
2000,2069,Drama,2066
658,664,Comedy,2067
2143,2212,Thriller,2068
2946,3015,Thriller,2069
2010,2079,Children's|Drama,2070
3034,3103,Drama|Romance,2071
3040,3109,Drama,2072
1408,1432,Action,2073
1342,1363,Drama,2074
1345,1366,Drama,2075
2108,2177,Comedy|Thriller,2076
837,848,Drama,2077
1425,1450,War,2078
772,782,Thriller,2079
917,929,Thriller,2080
2272,2341,Drama,2081
1449,1477,Romance,2082
1586,1629,Comedy|Romance,2083
944,956,Drama|Romance,2084
2366,2435,Drama,2085
2221,2290,Comedy|Drama,2086
948,960,Crime|Drama,2087
3248,3317,Comedy|Drama,2088
962,974,Drama|Romance,2089
1678,1727,Drama,2090
2388,2457,Action|Comedy,2091
3261,3330,Drama,2092
2403,2472,Comedy,2093
130,132,Thriller,2094
3361,3430,Action|Drama,2095
222,225,Drama|Thriller,2096
3449,3518,Drama|Thriller,2097
3460,3529,Crime|Thriller,2098
2660,2729,Drama,2099
3533,3602,Musical,2100
1865,1934,Comedy,2101
1869,1938,Drama,2102
251,254,Drama,2103
180,182,Drama|Romance,2104
3544,3613,Comedy,2105
2750,2819,Thriller,2106
2751,2820,Drama,2107
2686,2755,Drama,2108
414,418,Drama,2109
276,279,Drama,2110
433,437,Comedy,2111
3655,3724,Drama|War,2112
3660,3729,Action|Crime,2113
1036,1050,Documentary|Drama,2114
3669,3738,Drama,2115
2870,2939,Drama|Thriller,2116
447,451,Drama|Mystery|Romance,2117
2871,2940,Film-Noir,2118
1191,1209,Western,2119
77,78,Drama,2120
78,79,Drama|Thriller,2121
81,82,Drama,2122
1066,1082,Drama,2123
3771,3841,Action|Comedy,2124
1145,1161,Drama,2125
625,630,Drama|Romance,2126
1083,1099,Drama,2127
3859,3929,Comedy,2128
635,640,Drama|Thriller,2129
2938,3007,Documentary,2130
3046,3115,Drama,2131
2436,2505,Thriller,2132
1659,1707,Children's|Comedy,2133
164,166,Comedy|Drama,2134
2527,2596,Comedy|Drama,2135
2603,2672,Drama|Sci-Fi|Thriller,2136
2609,2678,Drama,2137
1393,1416,Drama|Musical,2138
2844,2913,Comedy,2139
8,9,Action,2140
2734,2803,Thriller,2141
1850,1919,Children's|Comedy,2142
632,637,Comedy,2143
961,973,Drama,2144
1870,1939,Drama|War,2145
2860,2929,Drama,2146
3043,3112,Drama,2147
3000,3069,Drama,2148
1857,1926,Musical,2149
2621,2690,Comedy,2150
2365,2434,Drama,2151
2370,2439,Drama,2152
1835,1904,Comedy|Drama,2153
39,40,Drama,2154
2926,2995,Horror,2155
42,43,Drama,2156
2910,2979,Drama,2157
1170,1187,Drama,2158
3055,3124,Comedy|Drama,2159
7,8,Adventure|Children's,2160
683,692,Action|Sci-Fi|Thriller,2161
2101,2170,Action|Comedy,2162
2127,2196,Action,2163
2379,2448,Horror|Sci-Fi,2164
978,990,Action|Adventure|Thriller,2165
2556,2625,Action,2166
3375,3444,Action,2167
237,240,Thriller,2168
1789,1858,Action|Comedy,2169
991,1004,Action|Thriller,2170
2810,2879,Action|Adventure|Comedy,2171
460,464,Action|Adventure|Crime|Thriller,2172
3698,3767,Action|War,2173
3699,3768,Action|War,2174
695,704,Action|Adventure,2175
858,869,Crime,2176
2288,2357,Drama,2177
573,577,Adventure|Children's,2178
791,801,Children's|Comedy,2179
2023,2092,Animation|Children's|Musical,2180
2985,3054,Animation|Children's,2181
1433,1460,Children's|Comedy|Mystery,2182
1512,1551,Adventure|Children's|Drama,2183
2285,2354,Animation|Children's|Comedy,2184
1459,1489,Animation|Children's|Musical,2185
873,885,Children's|Drama|Fantasy,2186
1463,1495,Action|Adventure|Children's,2187
1541,1582,Adventure|Children's,2188
3331,3400,Animation|Children's,2189
1551,1592,Children's|Comedy,2190
2490,2559,Animation|Children's,2191
144,146,Adventure|Children's,2192
235,238,Adventure|Children's,2193
167,169,Adventure|Children's|Drama,2194
179,181,Action|Children's,2195
498,502,Action|Children's,2196
358,362,Adventure|Children's|Romance,2197
86,87,Children's|Comedy,2198
2830,2899,Adventure|Animation|Children's,2199
554,558,Action|Adventure|Animation|Children's|Fantasy,2200
691,700,Comedy,2201
1967,2036,Children's|Comedy,2202
626,631,Animation|Children's|Musical,2203
700,709,Animation|Children's,2204
702,711,Adventure|Children's,2205
3876,3946,Action|Drama|Thriller,2206
3828,3898,Action|Comedy,2207
3641,3710,Action|Comedy,2208
532,536,Drama,2209
3714,3783,Crime|Drama,2210
2702,2771,Drama,2211
1115,1131,Drama,2212
3213,3282,Comedy,2213
2430,2499,Comedy,2214
154,156,Comedy,2215
3537,3606,Musical,2216
413,417,Comedy|Romance,2217
1011,1024,Animation|Children's|Musical,2218
295,298,Comedy,2219
71,72,Comedy|Drama,2220
83,84,Comedy|Drama,2221
2902,2971,Musical,2222
564,568,Comedy|Drama,2223
2804,2873,Drama|Mystery|Romance,2224
1955,2024,Drama|Mystery,2225
1162,1178,Drama|War,2226
1240,1260,Crime|Film-Noir|Thriller,2227
3024,3093,Drama|Western,2228
2855,2924,Action|Comedy,2229
68,69,Comedy,2230
2450,2519,Horror,2231
2792,2861,Comedy|Drama,2232
929,941,Adventure,2233
3255,3324,Comedy,2234
3230,3299,Comedy|Drama,2235
3755,3825,Drama,2236
3844,3914,Drama,2237
3789,3859,Documentary,2238
744,754,Adventure|Children's,2239
3049,3118,Drama,2240
579,583,Comedy|Drama,2241
2088,2157,Romance,2242
2278,2347,Action,2243
3315,3384,Action,2244
434,438,Action|Comedy,2245
1096,1112,Action|Drama,2246
386,390,Action|Comedy|Drama,2247
2858,2927,Drama|Romance,2248
1991,2060,Comedy,2249
1412,1437,Drama,2250
2121,2190,Drama,2251
3072,3141,Drama,2252
2210,2279,Horror|Thriller,2253
981,993,Drama,2254
2513,2582,Action|Comedy,2255
11,12,Comedy|Horror,2256
291,294,Comedy|Romance,2257
369,373,Thriller,2258
62,63,Comedy,2259
2811,2880,Action|Adventure|Comedy,2260
473,477,Drama,2261
2004,2073,Comedy,2262
1219,1238,Comedy,2263
800,810,Children's|Comedy|Fantasy,2264
3825,3895,Crime|Thriller,2265
2015,2084,Children's|Musical,2266
2100,2169,Comedy,2267
1564,1605,Adventure|Romance,2268
3156,3225,Comedy|Romance,2269
1554,1595,Adventure|Children's|Drama,2270
1698,1750,Adventure|Children's|Fantasy|Sci-Fi,2271
2497,2566,Animation|Children's,2272
3446,3515,Comedy,2273
2645,2714,Drama,2274
3384,3453,Drama|Romance,2275
3385,3454,Comedy|Romance,2276
1812,1881,Adventure|Animation|Children's|Fantasy,2277
2807,2876,Animation|Children's,2278
3754,3824,Drama|Romance,2279
2033,2102,Animation|Children's|Comedy|Musical,2280
3707,3776,Animation|Children's|Musical,2281
2909,2978,Comedy|Romance,2282
1979,2048,Animation|Children's,2283
661,667,Action,2284
1558,1599,Action,2285
2407,2476,Action|War,2286
202,204,Action,2287
1635,1681,Action|Adventure,2288
2749,2818,Action|War,2289
3863,3933,Horror|Sci-Fi,2290
1328,1349,Horror,2291
3767,3837,Horror,2292
1503,1542,Comedy|Drama|Romance,2293
2134,2203,Film-Noir|Thriller,2294
3800,3870,Drama,2295
2135,2204,Thriller,2296
2141,2210,Thriller,2297
1473,1507,Drama|War,2298
924,936,Comedy|Romance,2299
932,944,Drama,2300
1555,1596,Drama,2301
1860,1929,Drama,2302
1867,1936,Drama|War,2303
1871,1940,Drama,2304
2835,2904,Drama,2305
3667,3736,Drama,2306
2868,2937,Comedy,2307
1757,1824,Comedy|Thriller,2308
2869,2938,Drama,2309
3831,3901,Comedy|Drama,2310
2466,2535,Action,2311
3866,3936,Drama|Thriller,2312
70,71,Action,2313
3722,3791,Drama,2314
3802,3872,Drama,2315
840,851,Drama,2316
3108,3177,Comedy,2317
3288,3357,Drama|Romance,2318
1702,1755,Romance,2319
3511,3580,Drama,2320
2808,2877,Drama|Musical,2321
3685,3754,Animation|Children's|Comedy,2322
3845,3915,Drama,2323
2216,2285,Drama,2324
985,998,Action|Crime,2325
2960,3029,Action|Drama,2326
1480,1515,Drama|Thriller,2327
2112,2181,Thriller,2328
1615,1661,Thriller,2329
1856,1925,Drama|Romance|War,2330
1873,1942,Drama,2331
1151,1167,Comedy,2332
3868,3938,Horror,2333
3843,3913,Documentary,2334
3855,3925,Comedy,2335
2029,2098,Children's|Comedy,2336
2162,2231,Crime|Drama,2337
2211,2280,Crime,2338
1791,1860,Drama,2339
1305,1325,Horror,2340
2113,2182,Drama|Film-Noir|Thriller,2341
3813,3883,Comedy|Drama,2342
3258,3327,Documentary,2343
2030,2099,Adventure|Animation|Children's|Musical,2344
3468,3537,Comedy|Drama,2345
1926,1995,Horror|Thriller,2346
2052,2121,Horror|Thriller,2347
1302,1322,Horror,2348
1306,1326,Horror,2349
1308,1328,Horror,2350
1309,1329,Horror,2351
3871,3941,Horror,2352
3872,3942,Horror,2353
2944,3013,Comedy|Horror,2354
2258,2327,Horror,2355
3069,3138,Drama,2356
2299,2368,Action|Adventure|Horror,2357
2446,2515,Horror,2358
2382,2451,Horror,2359
2456,2525,Action|Horror|Sci-Fi,2360
3334,3403,Drama|Thriller,2361
2565,2634,Horror,2362
2566,2635,Horror,2363
2576,2645,Horror,2364
2583,2652,Horror,2365
2667,2736,Comedy,2366
2596,2665,Sci-Fi,2367
320,324,Comedy,2368
248,251,Action,2369
324,328,Horror,2370
328,332,Horror|Sci-Fi,2371
403,407,Horror|Thriller,2372
270,273,Drama|Horror,2373
3422,3491,Comedy,2374
3590,3659,Sci-Fi|Thriller,2375
1918,1987,Horror,2376
1919,1988,Horror,2377
3737,3806,Western,2378
1923,1992,Horror,2379
1112,1128,Horror,2380
1924,1993,Horror,2381
1927,1996,Horror|Thriller,2382
1930,1999,Horror,2383
2809,2878,Horror,2384
602,606,Horror,2385
1957,2026,Horror|Thriller,2386
3770,3840,Horror,2387
3773,3843,Horror,2388
2035,2104,Drama,2389
3851,3921,Comedy,2390
2044,2113,Horror|Thriller,2391
880,892,Comedy|Drama|Romance,2392
238,241,Children's|Drama,2393
3469,3538,Comedy,2394
3864,3934,Sci-Fi,2395
732,742,Horror|Thriller,2396
3723,3792,Western,2397
2932,3001,Drama,2398
2945,3014,Comedy,2399
1334,1355,Horror|Thriller,2400
2173,2242,Drama,2401
1368,1389,Action|Horror,2402
2191,2260,Action|Crime,2403
2198,2267,Mystery|Thriller,2404
3142,3211,Drama,2405
864,875,Drama,2406
3235,3304,Crime|Drama,2407
2449,2518,Comedy,2408
99,101,Comedy,2409
2312,2381,Comedy,2410
1744,1807,Drama,2411
2482,2551,Drama|Thriller,2412
1772,1841,Drama|Thriller,2413
3320,3389,Action|Adventure,2414
3396,3465,Drama,2415
2672,2741,Action|Thriller,2416
2676,2745,Drama,2417
2680,2749,Drama|Mystery,2418
19,20,Action,2419
1821,1890,Drama,2420
3428,3497,Comedy,2421
2859,2928,Drama,2422
2797,2866,Drama,2423
454,458,Drama|Western,2424
383,387,Action|Comedy,2425
599,603,Comedy,2426
540,544,Action,2427
3697,3766,Action|War,2428
3779,3849,Thriller,2429
3056,3125,Drama,2430
1392,1415,Crime|Drama|Romance,2431
169,171,Comedy,2432
1810,1879,Drama,2433
1049,1063,Drama,2434
706,715,Drama,2435
3795,3865,Comedy|Documentary,2436
3726,3795,Drama,2437
3081,3150,Drama,2438
2215,2284,Drama,2439
2492,2561,Crime|Thriller,2440
1820,1889,Thriller,2441
2700,2769,Crime|Mystery,2442
3651,3720,Drama,2443
3752,3822,Drama|Romance,2444
3687,3756,Drama,2445
3787,3857,Thriller,2446
3063,3132,Comedy,2447
3004,3073,Drama|Romance,2448
3085,3154,Drama|War,2449
3242,3311,Western,2450
1381,1404,Crime|Drama,2451
1414,1439,Comedy,2452
1444,1472,Crime|Thriller,2453
1601,1647,Crime|Thriller,2454
1616,1662,Crime,2455
1039,1053,Crime|Drama,2456
380,384,Action,2457
2389,2458,Comedy|Crime,2458
2585,2654,Horror,2459
1786,1855,Comedy,2460
640,645,Drama,2461
570,574,Comedy|Drama,2462
643,649,Comedy|Drama,2463
659,665,War,2464
662,668,Drama,2465
1333,1354,Drama,2466
771,781,Drama,2467
1504,1543,Drama,2468
115,117,Crime,2469
2540,2609,Drama,2470
3347,3416,Drama,2471
209,211,Drama,2472
145,147,Drama,2473
1831,1900,Drama,2474
303,306,Drama,2475
1790,1859,Drama,2476
402,406,Drama,2477
2627,2696,Comedy,2478
2628,2697,Comedy|Drama|Romance,2479
2856,2925,Drama,2480
3749,3819,Comedy,2481
3677,3746,Drama|War,2482
531,535,Drama,2483
622,627,Drama|Thriller,2484
95,97,Drama,2485
2292,2361,Comedy,2486
2995,3064,Thriller,2487
127,129,Comedy|Romance,2488
1624,1670,Drama|War,2489
3510,3579,Drama,2490
3814,3884,Comedy,2491
3650,3719,Comedy|Romance,2492
508,512,Horror|Sci-Fi,2493
544,548,Action,2494
1269,1289,Documentary|War,2495
1427,1454,Comedy,2496
783,793,Drama,2497
3025,3094,Drama|Romance,2498
1722,1780,Documentary,2499
1787,1856,Documentary|Musical,2500
1863,1932,Musical,2501
3323,3392,Comedy,2502
3326,3395,Comedy,2503
1095,1111,Documentary,2504
3744,3813,Drama,2505
545,549,Documentary,2506
2929,2998,Romance,2507
2291,2360,Drama,2508
211,213,Drama,2509
204,206,Documentary,2510
2426,2495,Animation|Sci-Fi,2511
3470,3539,Documentary,2512
3558,3627,Horror|Thriller,2513
3610,3679,Documentary,2514
1872,1941,Drama,2515
3732,3801,Drama|Mystery,2516
3066,3135,Drama,2517
923,935,Comedy|Musical,2518
3223,3292,Film-Noir,2519
3302,3371,Drama,2520
2501,2570,Drama|Romance,2521
2732,2801,Drama|Romance,2522
2793,2862,Drama,2523
3764,3834,Adventure|Drama|Romance,2524
3783,3853,Drama,2525
3785,3855,Drama|Romance,2526
1177,1194,Comedy,2527
750,760,War,2528
1621,1667,Action|Drama,2529
798,808,Adventure|Children's,2530
2017,2086,Drama|Fantasy,2531
2171,2240,Drama,2532
1420,1445,Comedy|War,2533
3145,3214,Drama,2534
859,870,Comedy,2535
2557,2626,Comedy|Drama|Romance,2536
3362,3431,Action|Drama,2537
3363,3432,Action|Drama,2538
3364,3433,Action|Drama,2539
3365,3434,Action|Drama,2540
2425,2494,Documentary,2541
224,227,Action,2542
3316,3385,Comedy,2543
3325,3394,Comedy|Romance,2544
995,1008,Western,2545
404,408,Drama,2546
334,338,Sci-Fi|Thriller,2547
422,426,Horror|Sci-Fi|Thriller,2548
3516,3585,Adventure|War,2549
456,460,Comedy,2550
3048,3117,Drama|Romance|War,2551
1481,1516,Comedy,2552
2986,3055,Thriller,2553
3008,3077,Documentary,2554
3123,3192,Drama,2555
3203,3272,Crime|Drama,2556
3206,3275,Action|Comedy,2557
2552,2621,Drama|Romance,2558
1841,1910,Action|Comedy|Crime,2559
305,308,Drama,2560
2661,2730,Drama,2561
317,320,Film-Noir|Thriller,2562
2525,2594,Drama|Romance|Sci-Fi,2563
2743,2812,Action|Thriller,2564
3556,3625,Documentary,2565
3649,3718,Documentary,2566
359,363,Documentary,2567
2790,2859,Documentary,2568
1107,1123,Documentary,2569
1041,1055,Thriller,2570
1184,1202,Comedy,2571
387,391,Crime|Drama,2572
3833,3903,Drama,2573
3836,3906,Crime,2574
3788,3858,Comedy,2575
749,759,Documentary,2576
3790,3860,Crime,2577
3880,3950,Drama,2578
1470,1502,Romance,2579
1501,1539,Comedy|Crime,2580
1570,1612,Comedy,2581
3233,3302,Comedy,2582
1524,1564,Comedy|Romance,2583
975,987,Drama|Romance,2584
2413,2482,Comedy|Romance,2585
1711,1767,Drama|Romance,2586
177,179,Drama|Romance,2587
1827,1896,Comedy,2588
3512,3581,Drama,2589
3529,3598,Drama,2590
67,68,Comedy|Romance,2591
3680,3749,Drama,2592
3753,3823,Drama,2593
2893,2962,Comedy|Romance,2594
1217,1236,Comedy|Drama,2595
633,638,Romance,2596
321,325,Comedy,2597
271,274,Comedy,2598
